1 (source)	c
274315	781425
275205	782315
275467	782577
275472	782582
280360	787470
280365	787475
283561	801280
283589	801308
284232	801951
287724	805443
287744	805463
289213	806932
290584	808303
293339	811058
294601	812320
295675	816039
297526	817890
300093	820457
302877	827358
304264	828745
306636	831117
310473	834954
311677	836158
311706	836187
311922	836403
314022	838503
318201	842682
320577	845058
322405	846886
323216	847697
324939	849420
325921	850402
325935	850416
328690	853171
333457	857938
333523	858004
338778	875245
338807	875274
339885	876352
343228	880902
344479	882153
345567	883241
345688	883362
346832	884506
346851	884525
349241	891992
350683	893784
351237	894338
352444	895545
353591	897341
355254	899004
355980	899730
356875	900625
358450	902200
360011	903765
360083	903837
360878	904632
361781	905535
363073	906827
365412	909166
371163	914917
373177	923876
374122	924826
375187	927720
375565	931277
381068	940076
381860	946253
381871	946264
383711	948202
384591	949106
386105	951689
386646	952293
386923	952570
391966	958560
392667	959500
393065	959901
393745	960581
399097	966849
399191	966943
399213	966965
401079	968871
403303	971767
405852	974844
406898	975890
407115	976107
416027	986800
416177	986950
417939	988844
418794	989699
420547	991591
421773	993258
422322	993854
426476	998870
428423	1001144
429344	1002143
430447	1003354
431651	1004719
432330	1005529
432600	1005799
432727	1005926
435409	1011163
435812	1011582
435829	1011599
437086	1012856
437574	1013344
439072	1018669
440009	1019606
442903	1022793
443707	1026097
444445	1026911
444665	1027131
451179	1035971
455520	1041065
455871	1041438
461325	1047560
461660	1047895
462044	1048279
465730	1054565
466090	1054963
466212	1055116
466323	1055230
466757	1055939
467709	1057263
470339	1060129
470616	1060406
472383	1067402
473969	1069622
474095	1069748
474937	1071279
475149	1071491
475163	1071505
475228	1071570
478748	1076808
479493	1077660
480233	1078417
480834	1079154
481769	1080136
483236	1081760
483298	1081822
489357	1089092
489639	1089374
490015	1089750
490362	1090097
490549	1090284
490567	1090302
490709	1090444
490755	1090490
493977	1093712
496704	1098253
499093	1100903
499179	1100989
499537	1101347
499775	1101585
500315	1102125
502542	1104352
505083	1106893
505261	1107071
505433	1107243
505505	1107315
505661	1107471
508029	1110953
508133	1111057
508456	1111637
508473	1111654
511099	1115193
511291	1115385
511848	1115942
512930	1117024
513341	1117435
513686	1117780
516628	1127764
516983	1128591
517516	1129881
518709	1131199
519521	1132225
519942	1132646
519951	1132655
520001	1132705
520240	1132944
522584	1135665
522644	1135725
523392	1136814
526283	1139745
526480	1139958
527883	1142555
530809	1148267
531078	1148536
531291	1149474
531727	1149910
531865	1150048
533013	1152279
533070	1152336
533470	1152736
535369	1154927
535547	1155105
536326	1155961
537225	1157015
537469	1157259
539131	1160093
539287	1160395
539319	1160427
539776	1160994
552744	1173967
553083	1174306
553974	1175197
558308	1179531
558609	1179832
559250	1180473
559981	1181765
559995	1181779
562364	1185533
562785	1186369
563451	1187078
563851	1187478
564562	1191498
565331	1192710
565410	1192789
566424	1194050
566614	1194240
567074	1194700
567334	1195169
567895	1195767
568170	1196197
568424	1196451
568784	1196971
569604	1197791
570884	1199695
571044	1199855
571141	1199952
571747	1200558
577053	1209527
577391	1210112
578004	1210744
578136	1210876
579145	1211885
583501	1216241
583650	1216390
583687	1216427
583770	1216510
584488	1217488
585000	1218085
586191	1220535
588019	1224914
588109	1225004
589298	1226193
589395	1226290
590670	1227845
590974	1228912
591669	1229658
591806	1229795
596019	1237617
596400	1238071
596486	1238157
596498	1238169
600733	1243226
604115	1246891
612499	1256837
615803	1261385
616666	1262339
619572	1265780
620649	1267061
621353	1268113
622486	1269279
622549	1269535
623301	1270397
624090	1271225
624937	1272569
625908	1273540
626701	1274333
629165	1279172
629248	1279255
629704	1279711
631087	1281094
631587	1281594
631835	1281842
631947	1281954
631983	1281990
634328	1287750
636630	1290853
636723	1290946
636906	1291191
637565	1291853
638392	1293131
638434	1293173
638908	1293647
638996	1293735
639215	1293954
639869	1294608
643884	1300147
645229	1302060
645429	1302260
646308	1303926
647013	1304781
647023	1304791
647106	1304874
647792	1305713
651759	1310138
652025	1310404
654506	1313415
655110	1314737
658833	1321944
662207	1327513
663091	1328797
663094	1328800
664461	1330344
664883	1331167
665653	1331937
665694	1331978
668331	1335654
668811	1336145
669193	1336527
669873	1337608
670028	1337772
670079	1337823
671285	1339076
671534	1339325
672379	1342141
674156	1344523
675985	1346566
676767	1347484
676829	1347546
678085	1349473
681125	1352513
681437	1352825
681752	1353140
684472	1356514
684963	1357005
685059	1357101
685749	1357791
685991	1358033
686180	1358222
687444	1359486
688423	1360465
689569	1361611
690883	1362925
691091	1363133
691542	1363584
693893	1366914
694186	1367207
695346	1368367
696092	1369368
696385	1369720
696446	1369781
698783	1373629
700060	1374936
704934	1380400
705027	1380636
705221	1380830
712064	1390248
712214	1390424
716922	1395509
718322	1397044
721004	1399908
721149	1400053
721474	1400623
722140	1401476
724469	1407056
733171	1418314
733794	1419026
734355	1419729
735733	1421507
736087	1421879
738814	1425366
738855	1425407
739062	1425614
739925	1426655
740369	1427242
740534	1427407
740559	1427432
746636	1436628
746819	1436811
746943	1436935
748678	1439751
750890	1442663
752190	1443995
752206	1444011
753486	1446036
753770	1446320
755208	1448256
756006	1449370
759984	1454039
760016	1454071
760756	1454884
762872	1458714
767085	1463588
767928	1464620
768200	1464892
768931	1465903
770549	1467648
770886	1468240
771719	1469214
772757	1470252
775225	1473480
775401	1473656
775536	1473791
775848	1474267
777275	1476066
778315	1477528
778354	1477567
778929	1478142
779402	1478615
780519	1480025
782556	1482535
784342	1484679
785111	1485561
785240	1485699
785376	1485835
786794	1490034
788205	1491482
789421	1492858
789481	1492918
792631	1499072
793953	1500481
794843	1501739
795624	1502559
797152	1504388
797876	1507427
798216	1507767
799234	1508831
801921	1511733
803013	1512825
803269	1513081
803419	1513231
804546	1514502
804801	1514779
808776	1519211
808791	1519226
809779	1520604
810300	1521244
810378	1521322
810398	1521342
810769	1521713
818344	1532810
818960	1533683
819258	1533981
820084	1534807
821181	1536170
823171	1538473
824651	1542437
825458	1543491
827130	1545183
827883	1545936
829089	1547320
831235	1549754
832497	1551337
833182	1552066
833545	1552536
835341	1555043
837142	1557231
837418	1557991
837526	1558099
840057	1565519
840793	1566349
841381	1567267
844118	1570496
845172	1571737
845341	1571906
845682	1572247
845762	1572327
847103	1574079
847124	1574100
847495	1574471
847758	1574820
849131	1576336
849139	1576344
849235	1576440
849521	1576726
850478	1577683
850930	1579190
851432	1579692
857505	1588318
857799	1588617
860230	1591566
861037	1592526
861136	1592755
861455	1593102
863338	1595387
863438	1595487
863496	1595545
863497	1595546
863536	1595585
864518	1596567
869356	1615460
869661	1616002
873166	1620061
874678	1622566
874934	1622939
875130	1623135
876633	1624941
877798	1626271
877818	1626291
879536	1630080
880891	1631725
883008	1638457
883904	1640134
883914	1640144
885609	1641839
886853	1644282
888935	1647048
890838	1649203
891594	1650153
891664	1650223
893289	1652572
893423	1652706
893447	1652730
894387	1655857
896625	1658482
898350	1660499
898565	1660714
901787	1665333
904752	1668902
906498	1671287
907511	1673284
907555	1673333
909499	1675559
911238	1677671
913615	1680456
913857	1680712
915217	1682420
915980	1683373
917631	1685480
918452	1686480
921312	1689753
921501	1689942
921590	1690031
922774	1691678
923192	1692096
923778	1692682
924001	1692905
924347	1693251
924406	1693310
928295	1698541
928720	1699659
928849	1699788
929323	1700558
929680	1700915
933172	1706900
935908	1711328
936743	1712196
937130	1712583
939353	1715614
943815	1720734
944085	1721023
945637	1722807
945642	1722812
945787	1723310
946367	1724107
946370	1724110
948208	1726537
949137	1727498
950326	1728871
952336	1731109
956284	1735355
956670	1735781
956942	1736053
956967	1736078
956979	1736090
957496	1736926
958814	1738462
958871	1738519
959166	1738814
960592	1740925
961646	1742510
962926	1744421
968704	1751567
968931	1751807
969766	1752698
974660	1758262
975294	1759048
975963	1759717
976255	1760027
984873	1769414
986012	1770717
986895	1771600
987104	1771809
990855	1776388
991647	1777334
994993	1781065
996115	1782187
996385	1782457
996430	1782502
1001858	1789995
1004652	1793246
1006951	1795774
1007791	1799611
1009931	1802232
-1010781	1805124
-1010999	1804906
1012444	1805483
1014327	1807401
1014352	1807426
1016480	1809580
1018963	1812563
1023075	1818108
1030419	1835206
1030962	1835791
1031540	1836375
1031689	1836524
1031820	1836655
1032504	1837612
1033502	1838848
1034905	1840665
1034954	1840714
1035295	1841055
1035296	1841056
1035609	1841369
1036430	1843094
1039900	1847079
1040435	1847651
1040755	1847971
1040930	1848146
1041431	1848647
1041961	1849197
1043717	1851755
1044984	1853695
1045006	1853717
1045791	1854502
1046266	1854977
1047727	1856739
1048105	1857166
1052508	1862623
1053126	1863461
1057525	1869193
1060705	1873622
1061650	1874995
1062334	1875776
1062800	1876342
1063116	1876737
1065910	1880022
1068431	1883760
1069698	1885224
1071985	1892333
1072737	1893218
1072812	1893293
1072984	1893465
1073420	1893934
1075107	1896232
1075386	1896511
1076053	1897354
1080066	1901962
1083482	1905771
1084615	1908975
1087710	1912366
1087724	1912380
1088847	1913918
1090562	1915773
1090594	1915805
1091407	1916705
1092227	1917719
1092835	1918494
1093109	1918768
1094401	1920431
1095625	1921965
1097541	1927766
1099359	1929817
1100292	1930809
1101789	1932435
1107334	1939224
1108347	1941399
1109036	1942156
1111320	1944976
1111473	1945146
1114031	1948238
1115147	1949458
1115629	1950635
1115653	1950659
1116094	1951419
1116840	1952203
1119239	1955042
1120379	1956517
1120484	1956711
1120593	1956820
1122091	1958373
1122609	1958891
1123176	1959574
1123638	1960094
1124289	1960772
1124589	1961128
1125446	1961999
1127695	1964422
1129228	1966583
1130530	1968108
1130855	1968433
1131379	1969063
1131908	1969655
1132306	1970053
1132429	1971196
1134471	1973331
1134714	1974499
1137749	1978427
1138536	1979401
1143922	1987953
1143980	1988011
1148469	1997354
1149081	1997966
1149778	1998663
1150011	1998896
1153424	2005008
1156020	2008266
1157204	2009731
1157292	2009819
1157526	2010053
1157552	2010079
1158486	2011235
1158907	2012118
1159214	2012429
1159225	2012440
1159519	2012734
1161573	2016199
1162392	2017091
1162879	2017592
1164396	2020452
1164399	2020455
1166119	2022231
1172897	2031791
1173075	2031969
1176857	2037230
1176858	2037231
1179516	2040145
1179542	2040171
1184609	2045716
1184803	2045910
1184893	2046000
1185290	2046737
1187261	2049039
1187399	2049180
1188048	2050151
1188128	2050231
1191992	2054095
1194688	2057807
1194889	2058008
1195514	2058885
1198567	2062048
1198706	2062187
1199032	2062513
1199353	2062834
1200356	2064504
1200374	2064522
1200580	2064886
1201018	2065778
1202090	2066949
1202126	2066985
1202238	2067097
1203183	2068042
1207324	2072183
1208020	2072879
1211061	2075920
1212433	2077818
1215516	2081391
1215539	2081414
1216841	2082803
1217890	2083978
1218676	2084914
1221100	2087633
1221120	2087653
1223125	2091594
1227338	2096310
1229386	2099269
1230108	2100424
1230120	2100436
1231383	2101927
1232458	2103506
1232473	2103521
1235181	2107008
1236134	2108287
1237517	2109936
1238867	2111866
1239076	2112075
1239156	2112155
1239358	2112357
1240412	2113411
1241832	2115574
1242959	2117862
1243444	2118347
1243722	2118682
1244601	2119696
1245954	2121127
1246229	2121402
1246766	2122172
1247364	2122770
1248105	2123511
1248226	2123632
1248802	2124376
1252091	2127763
1256172	2132845
1256194	2132871
1256196	2132873
1257552	2134506
1257590	2134544
1258468	2135592
1259586	2137079
1259614	2137107
1262041	2140264
1263202	2141850
1263247	2141895
1263476	2142149
1264878	2143730
1266520	2145372
1269088	2148320
1269460	2148692
1269903	2149269
1272238	2152168
1272707	2152742
1272920	2152955
1273405	2153904
1274851	2155572
1276275	2157465
1277086	2158276
1277462	2158652
1279550	2163640
1282837	2168916
1285271	2171526
1286811	2175584
1287328	2176101
1289520	2178293
1291919	2180692
1293807	2182580
1293959	2182732
1297055	2185828
1297865	2196110
1297954	2196199
1298002	2196247
1298970	2197215
1301790	2200035
1302501	2200746
1303018	2201263
1305210	2203455
1307611	2205856
1309499	2207744
1309651	2207896
1312747	2210992
1313553	2211798
1313642	2211887
1313690	2211935
1314654	2212899
1318054	2218053
1321944	2223107
1323985	2225382
1324038	2225435
1324718	2226158
1325514	2227133
1325624	2227243
1325757	2227376
1326959	2228578
1327000	2228619
1327029	2228648
1327633	2229252
1327764	2229383
1328115	2229734
1329511	2231728
1329891	2232121
1330802	2233161
1331028	2233387
1331351	2233710
1331423	2233782
1331870	2234229
1332998	2235357
1334499	2236858
1336206	2239273
1336940	2240130
1337220	2240410
1339425	2243131
1339723	2243429
1341404	2245636
1341843	2246075
1342359	2246645
1344185	2248665
1346211	2251156
1353007	2259239
1353659	2259954
1354553	2260848
1355434	2261729
1355492	2261787
1357080	2263375
1360197	2267781
1360206	2267790
1360863	2268489
1361038	2268664
1361830	2269684
1362368	2270803
1362740	2271175
1363514	2272406
1364719	2273818
1366913	2276400
1368306	2278036
1369244	2279035
1369527	2279318
1371679	2282025
1372444	2282869
1374937	2285424
1375198	2285685
1375852	2286339
1376413	2287078
1376463	2287128
1377461	2291585
1377736	2291860
1377966	2292255
1377976	2292265
1381151	2296123
1383163	2298135
1384418	2299390
1385418	2303276
1386153	2304118
1386633	2304737
1390356	2311341
1390826	2312796
1392246	2314701
1393431	2316441
1393970	2317107
1394026	2317163
1396617	2320060
1398456	2322542
1399511	2323623
1405672	2332051
1406327	2332857
1406428	2332958
1406846	2333376
1406940	2333470
1407117	2333647
1407136	2333666
1408303	2335008
1408328	2335033
1415430	2345947
1416203	2346766
1416991	2347670
1417018	2347697
1420541	2351687
1422098	2354000
1422962	2355780
1434045	2368649
1434762	2369366
1438711	2374882
1438721	2374892
1443191	2379502
1443580	2379891
1444281	2381003
1450706	2388737
1453533	2392609
1453626	2392702
1458201	2402485
1462891	2407935
1467468	2417505
1467723	2417850
1468055	2418212
1468651	2418909
1469007	2419464
1469345	2419818
1469935	2420492
1474521	2427583
1477439	2430911
1478081	2431656
1478697	2432393
1478887	2432631
1479191	2432973
1481054	2435275
1481556	2435841
1482369	2436838
1483604	2438522
1484501	2439419
1484766	2439953
1485415	2440608
1486898	2442285
1487567	2442954
1491276	2447858
1491439	2448021
1491455	2448037
1491932	2448583
1495901	2453311
1497711	2455677
1499961	2458231
1504292	2463217
1507529	2466982
1509075	2468829
1512447	2472751
1513905	2475179
1516344	2478219
1518767	2481175
1521398	2489261
1523202	2491464
1524538	2493058
1525831	2494542
1526248	2495071
1526515	2495338
1526988	2495811
1528716	2498038
1529250	2498572
1531428	2501094
1532446	2502139
1532706	2502517
1537045	2507442
1537650	2508303
1538950	2509867
1540049	2511046
1541679	2512676
1541718	2512715
1541753	2512750
1542074	2513071
1543498	2514698
1544317	2515524
1544950	2516171
1546639	2518421
1547688	2519470
1550244	2522026
1550283	2522065
1556131	2528417
1556461	2528747
1556473	2528759
1557209	2530014
1557832	2530708
1568697	2542739
1570063	2544570
1574503	2549911
1577024	2552584
1577961	2553720
1578744	2554590
1579049	2555104
1579631	2555903
1580094	2556455
-1582576	2559813
1583110	2560096
1585771	2563252
1586870	2564514
1587446	2565331
1588446	2566664
1592671	2571442
1592817	2571636
1593156	2571979
1594827	2574008
1594932	2574120
1595147	2574335
1595280	2574532
1597985	2577324
1598303	2577642
1600122	2579461
1600352	2579691
1600416	2579755
1600929	2580268
1600991	2580330
1601445	2580784
1602131	2581470
1602425	2581764
1603992	2583590
1604626	2584312
1606313	2586248
1609665	2590473
1617716	2599938
1620874	2603195
1622926	2605637
1622969	2605680
1623030	2605741
1623061	2605772
1625379	2608597
1625504	2608722
1626444	2609740
1626889	2610198
1627869	2611473
1628313	2612042
1628721	2612459
1630737	2615579
1631062	2615918
1634110	2620087
1634914	2620948
1635804	2621862
1636127	2622263
1637805	2624297
1638194	2624771
1639350	2626024
1641046	2627924
1642136	2629177
1642408	2629561
1643913	2631365
1644875	2632327
1645844	2633483
1647349	2635566
1648060	2636323
1648308	2636571
1651488	2640068
1656247	2644827
1657974	2646554
1658121	2646701
1658272	2646852
1660850	2649430
1664161	2661201
1664524	2661564
1665637	2666113
1667323	2668001
1667470	2668148
1669098	2670012
1669820	2670932
1670653	2671933
1672389	2674193
1674599	2677062
1677854	2680827
1678085	2681136
1682064	2685993
1682441	2686683
1686896	2692594
1689541	2695540
1691183	2697470
1691958	2698436
1694349	2701296
1694389	2701348
1696149	2703508
1696162	2703521
1697192	2704659
1701470	2709393
1707284	2715215
1707595	2715526
1708409	2716340
1708547	2716478
1711131	2719432
1712162	2720510
1717722	2727204
1718045	2727527
1719805	2729646
1720582	2730645
1722049	2732529
1724411	2734891
1730993	2743302
1732135	2744626
1733699	2746886
1733793	2746980
1737871	2751738
1742218	2756552
1742687	2757028
1744131	2759350
1747116	2762691
1748297	2764199
1749424	2765407
1749456	2765439
1749548	2765531
1751279	2767574
1752154	2768470
1752172	2768488
1753354	2769885
1753784	2770315
1756397	2773313
1758670	2775790
1759846	2777107
1760918	2778310
1762567	2780555
1763216	2781225
1766807	2786479
1769585	2789570
1769788	2789839
1770501	2790658
1770842	2791037
1772774	2793097
1774046	2794588
1774059	2794601
1774089	2794631
1775993	2796628
1776380	2797015
1776542	2797266
1776794	2797523
1776832	2797561
1779122	2800190
1781608	2803362
1782638	2804466
1785753	2808629
1794504	2818619
1794566	2818681
1803816	2829605
1804522	2830319
1804796	2830823
1804879	2830906
1805845	2832064
1809189	2836327
1812363	2840194
1812407	2840238
1812493	2840324
1813958	2842169
1817676	2846453
1819097	2848112
1821738	2851374
1822561	2852509
1822984	2853027
1823426	2853765
1823630	2853969
1825323	2855957
1826620	2857475
1827721	2858576
1829527	2860965
1831776	2863680
1833041	2865119
1833275	2865353
1833827	2865905
1834997	2871081
1835978	2872104
1843274	2881561
1853011	2892715
1853898	2893660
1854323	2894112
1854978	2894862
1856887	2897129
1858413	2902342
1858441	2902370
1860931	2905381
1860970	2905420
1865404	2911397
1865470	2911463
1865495	2911488
1867787	2914496
1867944	2914653
1868718	2915840
1871634	2919621
1872032	2920150
1873412	2921970
1877488	2927240
1877509	2927261
1877622	2927374
1877660	2927412
1879146	2928898
1879999	2930256
1883621	2934685
1884906	2936853
1885411	2937781
1888995	2941988
1894198	2950849
1894204	2950855
1894559	2951210
1894694	2951345
1894928	2951579
1895298	2951949
1896275	2954066
1902657	2961861
1902763	2961967
1906067	2966407
1910982	2972770
1911178	2972966
1911361	2973149
1911429	2973217
1912681	2974469
1916934	2979756
1917122	2979944
1917516	2980785
1918959	2982718
1919811	2983570
1921737	2986516
1923623	2988744
1924622	2990002
1925164	2990675
1925801	2991349
1933817	2999958
1933836	2999977
1941185	3008747
1942123	3009863
1942185	3009925
1943730	3011922
1944122	3012456
1945877	3014819
1948425	3017907
1950077	3019799
1951135	3022359
1953536	3026578
1953621	3026663
1956474	3030144
1958039	3032087
1960982	3035317
1963202	3037725
1965271	3040033
1968082	3043485
1970733	3046350
1970873	3046490
1971969	3047586
1972069	3047686
1975015	3050632
1976678	3052430
1978926	3054678
1979026	3054778
1979678	3055430
1984105	3063928
1985364	3065340
1990851	3071560
1991091	3071800
1991105	3071814
1993188	3074385
1994254	3075619
1994651	3076105
1994895	3076349
1995540	3077065
1997381	3079139
1999718	3081863
1999764	3081909
