2 (source)	c
698237	2108873
699092	2111129
699100	2111137
699187	2111224
699572	2111613
702545	2118788
704284	2124691
708661	2129863
710511	2132817
712685	2136107
714631	2138454
717422	2142224
717535	2142345
718668	2146222
720125	2149021
721086	2151800
722405	2154158
723493	2155685
727491	2162291
727586	2162386
728316	2163121
728815	2164512
729324	2165021
731269	2168387
731823	2170231
733048	2171785
735462	2174200
737081	2186623
739682	2189224
741929	2191471
743432	2192974
747562	2214851
748721	2216697
749430	2219761
749995	2220366
751570	2222716
752982	2224462
754864	2230602
757500	2239043
758331	2241064
760230	2244286
761486	2246478
763687	2249187
766280	2253244
766934	2254363
767314	2255083
772733	2266306
774012	2268238
776046	2270573
777167	2272861
778454	2275135
781559	2281423
782115	2282543
787047	2290799
787052	2290804
787053	2290805
787599	2291364
788589	2293476
789253	2299733
789298	2299778
791747	2302230
795624	2307739
796377	2308990
798144	2310952
799548	2312588
800431	2314268
802679	2318488
806108	2323133
806599	2324032
808747	2327213
811572	2330671
816478	2341121
817668	2342760
818289	2344254
819857	2346500
820671	2348959
825800	2356721
833779	2366332
835435	2369802
836868	2371589
838231	2373068
838238	2373075
838804	2373721
844283	2380478
845861	2382523
845921	2382583
846658	2386518
848859	2389435
851089	2391777
852611	2393599
853730	2394827
854393	2395671
857826	2399641
860387	2403010
865392	2410393
867235	2412532
869962	2415958
871921	2419127
874689	2422644
876586	2424768
877064	2425412
878854	2428127
882053	2432282
886758	2440121
887233	2441057
889474	2444822
893383	2450743
894703	2453096
898024	2459033
900239	2464871
902985	2469053
903320	2469900
905800	2474826
906383	2476025
907015	2477937
907405	2479181
913920	2487157
914658	2488371
915528	2490810
917300	2493350
919005	2496782
919874	2498743
920541	2499850
921932	2502733
923089	2504661
924795	2506767
926099	2509237
927008	2513994
927842	2516446
928670	2518147
929225	2523967
931005	2526356
932073	2528112
939815	2538057
942465	2541146
942904	2541585
946540	2546354
952587	2554045
953651	2555760
954820	2557193
957062	2559940
957526	2560883
958286	2561816
961775	2566458
964320	2570036
967676	2574668
968429	2582962
970453	2585542
974665	2591490
986580	2607511
987637	2608927
989536	2611905
990078	2612863
992216	2615687
992622	2616400
993436	2617418
994304	2619193
995336	2620807
997428	2623711
1001210	2628477
1002587	2630371
1003305	2633233
1004951	2636001
1005511	2637319
1006106	2650733
1011487	2656114
1018847	2666871
1019295	2667687
1019776	2668807
1019831	2668862
1022493	2673177
1028475	2681270
1038751	2693838
1039126	2694695
1041341	2698004
1050309	2708641
1051568	1803522
1052382	2716693
1055321	2721167
1056540	2723009
1057769	2725046
1058847	2726625
1059409	2728289
1060594	2730392
1063218	2739043
1070890	2749916
1075663	2756687
1076389	2757915
1076693	2758225
1077712	2759680
1082114	2765201
1082486	2765872
1084926	2769472
1085372	2770460
1086492	2772089
1087113	2773438
1087639	2774534
1088623	2776196
1094719	2787360
1096585	2789976
1097821	2792070
1098239	2792750
1099791	2795390
1100705	2797377
1101282	2798420
1102853	2800671
1110019	2810347
1110517	2811145
1117638	2820255
1117846	2820845
1118279	2822059
1120714	2825015
1121105	2826159
1122541	2828493
1125111	2832216
1128938	2837859
1131459	2841429
1132882	2844007
1134137	2846187
1135390	2847854
1135833	2848709
1140733	2855469
1141232	2856479
1142754	2859861
1143715	2861461
1144558	2862870
1145145	2864330
1146119	2866850
1150268	2871005
1150633	2871818
1153580	2875823
1160434	2884456
1168038	2893899
1168382	2894576
1169484	2896527
1170075	2897661
1171077	2898801
1171089	2898813
1171248	2898972
1172577	2900301
1174650	2902708
1175141	2903727
1177911	2906962
1178534	2907996
1179229	2909163
1181239	2911776
1183255	2914172
1193788	2929696
1194395	2930690
1196088	2932566
1196191	2932669
1196616	2933100
1199799	2937150
1199805	2937156
1200165	2937587
1201103	2938619
1205482	2947688
1208524	2953137
1208903	2953520
1217478	2963920
1223932	2974640
1225501	2976318
1226620	2978128
1227840	2981002
1228495	2981773
1230839	2986060
1234175	2990525
1234368	2991044
1243567	3001511
1246830	3006056
1249395	3009603
1252339	3013714
1253059	3014510
1253694	3015766
1254333	3016501
1255060	3017864
1256582	3020203
1258446	3022174
1258900	3022981
1261107	3025919
1261397	3026209
1261837	3027276
1264616	3030684
1266406	3033755
1267406	3036158
1269309	3038960
1271428	3042600
1271924	3043943
1276472	3060126
1276922	3060576
1277255	3061494
1277673	3062239
1279488	3064678
1280145	3067354
1282225	3071143
1282743	3073497
1282792	3073546
1282845	3073599
1283728	3075376
1284345	3076843
1284710	3077700
1292325	916446
1292335	916456
1292352	916473
1365611	895711
1365619	895719
1365652	895752
1365741	895841
1365745	895845
1365761	895861
1365851	895951
1397594	219653
1499292	371838
1507375	379921
1514982	387528
1515014	387560
1545106	417652
1554353	426899
1564824	437370
1614916	487462
1615675	488221
1665713	538259
1667744	540290
1669802	542348
1669805	542351
1670262	542808
1674735	547281
1678932	551478
1703234	575780
1703539	576085
1703554	576100
1703565	576111
1703715	576261
1705526	578072
1705538	578084
1724552	597098
1747137	619683
1752806	625352
1762723	635269
1763679	636225
1769867	642413
1778950	651496
1778963	651509
1790597	863480
1790606	863489
1790609	863492
1794862	869763
1799113	874014
1799249	874150
1799260	874161
1823746	681855
1824326	682435
1825415	683524
1826939	685048
1830643	688752
1831441	689550
1831480	689589
1831501	689610
1832733	690842
1832742	690851
1832823	690932
1849507	728939
1849528	728960
1849622	729054
1851861	731675
1852078	732388
1852098	732408
1852183	732493
1892567	902457
