1 (source)	c
1418165	2348959
1423806	2356721
1432053	2366332
1435036	2369802
1436375	2371589
1437698	2373721
1448730	2386518
1451106	2389435
1452703	2391777
1453832	2393599
1454646	2395671
1456433	2399641
1458451	2403010
1464011	2410393
1465324	2412532
1466358	2415958
1468807	2419127
1471154	2422644
1472578	2424768
1474963	2428127
1478085	2431660
1478592	2432282
1484007	2438925
1484501	2439419
1484805	2439992
1484928	2440121
1485415	2440608
1485684	2441057
1488569	2444822
1493809	2450743
1495690	2453096
1497732	2455698
1497761	2455727
1500732	2459033
1505860	2464871
1509136	2468890
1509294	2469053
1510107	2469900
1513560	2474826
1513907	2475181
1513908	2475182
1513929	2475203
1514455	2476025
1516052	2477874
1516393	2478268
1516452	2478327
1517235	2479181
1519375	2487157
1520531	2488371
1522694	2490780
1524826	2493350
1526327	2495150
1526372	2495195
1526445	2495268
1527656	2496782
1529407	2498729
1530329	2499850
1532910	2502733
1534484	2504661
1536457	2506767
1542965	2513994
1543507	2514707
1544327	2515534
1544660	2515881
1546378	2518147
1546789	2518571
1547787	2519569
1547892	2519674
1550431	2522213
1552064	2523967
1553858	2525866
1554308	2526356
1555841	2528112
1564737	2538057
1567567	2541585
1571230	2546354
1577029	2552589
1578208	2554045
1579047	2555102
1579082	2555137
1579144	2555199
1579492	2555760
1580748	2557193
-1582327	2560062
1583892	2560883
1584380	2561816
1588273	2566458
1595021	2574209
1595405	2574668
1596468	2575807
1600211	2579550
1600625	2579964
1601160	2580499
1601180	2580519
1602311	2581650
1602692	2582031
1602735	2582074
1603403	2582962
1605660	2585542
1609667	2590475
1609693	2590501
1610643	2591490
1623072	2605783
1624517	2607511
1625695	2608927
1628176	2611905
1629014	2612863
1630836	2615687
1631125	2615981
1631840	2617418
1633294	2618945
1634773	2620807
1637390	2623711
1641051	2627929
1641067	2627945
1641099	2627977
1641451	2628477
1642930	2630371
1645598	2633233
1645920	2633559
1647740	2636001
1648138	2636401
1648811	2637319
1649773	2638353
1656918	2645498
1657671	2646251
1658696	2647276
1658907	2647487
1659119	2647699
1666271	2666871
1667020	2667688
1667987	2668807
1671443	2673071
1677884	2680857
1678204	2681270
1688060	2693838
1688800	2694695
1691548	2698004
1701492	2709415
1702018	2709941
1702073	2709996
1702179	2710102
1703025	2710948
-1704843	2712911
1708759	2716693
1712490	2721167
1714073	2723009
1715803	2725046
1717150	2726625
1717603	2727085
1718051	2727533
1718087	2727569
1718597	2728289
1720383	2730392
1727336	2739043
1736215	2749916
1742349	2756683
1743061	2758225
1744398	2759680
1749227	2765201
1749817	2765872
1752230	2768546
1752950	2769472
1753368	2769899
1753733	2770264
1753919	2770460
1755286	2772089
1756488	2773404
1757466	2774534
1758991	2776196
1763220	2781229
1763302	2781311
1767615	2787360
1769915	2789968
1771776	2792070
1772428	2792750
1774773	2795390
1776652	2797377
1777509	2798420
1779230	2800298
1779362	2800430
1779599	2800671
1787335	2810347
1788048	2811145
1796139	2820845
1797282	2822059
1799522	2825016
1800596	2826159
1802742	2828493
1805859	2832078
1805971	2832216
1810221	2837859
1813332	2841429
1815635	2844007
1817410	2846187
1818842	2847854
1819528	2848709
1824846	2855469
1825722	2856479
1828476	2859861
1829920	2861461
1830967	2862870
1832324	2864330
1834133	2866211
1834741	2866850
1834927	2867038
1835697	2871818
1838276	2875823
1845744	2884456
1853186	2892890
1853250	2892954
1853259	2892963
1853927	2893689
1854116	2893899
1854699	2894576
1856291	2896527
1857244	2897661
1858716	2902708
1859678	2903727
1861522	2906962
1862364	2907996
1863309	2909163
1865732	2911776
1867477	2914172
1879464	2929696
1880012	2930269
1880382	2930690
1882131	2933100
1885217	2937587
1885860	2938619
1892209	2947688
1894279	2950930
1895759	2953520
1911693	2973481
1912779	2974640
1913750	2976318
1915425	2978128
1917731	2981002
1918087	2981773
1920022	2983781
1920167	2983926
1921281	2986060
1925014	2990525
1925191	2990702
1925322	2990833
1925496	2991044
1933884	3000025
1934887	3001511
1938825	3006056
1941863	3009603
1945114	3013714
1945568	3014510
1945882	3014824
1945919	3014861
1946025	3014967
1946539	3015766
1948382	3017864
1950439	3020203
1950950	3022174
1951650	3022981
1953172	3024874
1954096	3027276
1956678	3030684
1958901	3032949
1959466	3033755
1961073	3035408
1961769	3036104
1964284	3038960
1967198	3042600
1968081	3043484
1968091	3043494
1968327	3043943
1973138	3048755
1974131	3049748
1975014	3050631
1975024	3050641
1975260	3050877
1981134	3060576
1981978	3061494
1982680	3062239
1984710	3064678
1985366	3065342
1985370	3065346
1985889	3065865
1987290	3067354
1990454	3071143
1991101	3071810
1991103	3071812
1991104	3071813
1991106	3071815
1991113	3071822
1993478	3074675
1994011	3075376
1995318	3076843
1996011	3077700
