1 (source)	c
509644	1112825
510728	1114689
512165	1116259
515662	1126125
516375	1127511
516766	1128361
516897	1128505
517391	1129756
517736	1130101
519437	1132141
522131	1135122
522832	1135913
526787	1140307
533121	1152387
536989	1156774
539755	1160973
540211	1161429
540239	1161457
546439	1167662
553300	1174523
553853	1175076
553876	1175099
557587	1178810
558990	1180213
559184	1180407
561190	1183216
563402	1187029
564818	1191754
567068	1194694
567281	1195116
567343	1195178
571105	1199916
576110	1206800
577348	1210069
584385	1217385
584675	1217675
585912	1220256
588408	1225303
588739	1225634
588867	1225762
591648	1229637
594821	1232928
595769	1237367
600560	1243050
600850	1243343
600946	1243439
602897	1245504
606071	1249326
607559	1251143
608984	1252673
610324	1254306
611986	1256324
616176	1261826
618994	1265173
620918	1267330
623255	1270351
624501	1272132
629141	1279148
631314	1281321
632042	1282049
634049	1287464
635774	1289306
637621	1291909
637745	1292033
638265	1293004
638630	1293369
638670	1293409
639130	1293869
639807	1294546
646174	1303781
650983	1309356
652073	1310452
652106	1310485
654693	1313604
658969	1322085
659421	1322833
661682	1326957
663147	1328853
663230	1328970
665814	1332098
665930	1332214
666244	1333088
668259	1335582
668632	1335955
670260	1338004
671141	1338932
672017	1341765
673316	1343099
673870	1344224
677130	1347894
678269	1349657
681225	1352613
684274	1356064
685173	1357215
685936	1357978
691055	1363097
693729	1366750
694134	1367155
698558	1373391
699923	1374799
700207	1375083
710441	1387182
711974	1390157
712581	1390791
712661	1390871
714523	1392920
718150	1396872
719007	1397768
722062	1401397
722809	1402145
726219	1408934
731192	1415973
735754	1421528
738662	1425214
738999	1425551
739735	1426465
739738	1426468
740256	1427125
740494	1427367
744499	1432664
745677	1434229
747334	1437910
750560	1442319
751115	1442888
753166	1445714
755822	1449183
761530	1456578
763389	1459395
767782	1464474
769303	1466312
770813	1468135
773315	1471033
775102	1473352
777826	1476733
778479	1477692
778551	1477764
779932	1479358
784049	1484362
785432	1485891
788291	1491568
788434	1491716
788480	1491762
791026	1497346
792287	1498717
793077	1499557
794791	1501684
797558	1505088
799026	1508623
800365	1510100
802066	1511878
802197	1512009
803126	1512938
803244	1513056
803266	1513078
806844	1516969
810273	1521217
810642	1521586
813648	1527121
814302	1527947
815969	1529842
818828	1533551
819356	1534079
821384	1536373
821441	1536430
823277	1538579
825416	1543449
828583	1546766
831873	1550526
835175	1554874
835630	1555332
836321	1556137
837417	1557990
839799	1565231
842182	1568229
843765	1570133
844296	1570674
845158	1571723
845498	1572063
848089	1575151
848948	1576153
851196	1579456
851256	1579516
851259	1579519
851324	1579584
851543	1579803
855367	1584138
856463	1586622
857371	1588184
857769	1588587
857961	1588779
862853	1594771
866970	1611054
868076	1614035
870060	1616432
872705	1619556
873488	1620463
876183	1624487
877557	1626030
879130	1627952
879994	1630739
880577	1631411
881766	1632600
882327	1633161
886440	1643051
886829	1644258
890510	1648869
892949	1652232
893393	1652676
893632	1652915
896251	1658087
898285	1660434
898605	1660754
901111	1664031
903307	1667274
904196	1668306
906454	1671243
906626	1671415
906705	1671494
908924	1674959
910749	1677182
918434	1686462
920562	1688846
922508	1691412
923280	1692184
924297	1693201
926952	1697193
928629	1699503
929131	1700357
931340	1703118
931977	1704235
933598	1707417
935241	1709870
936416	1711864
937681	1713276
947161	1725267
948132	1726461
952189	1730958
956251	1735307
956914	1736025
958260	1737814
958891	1738539
959061	1738709
960935	1741416
962807	1743845
963274	1744806
966753	1749305
970302	1753357
972357	1755696
974167	1757769
975328	1759082
985822	1770527
988929	1774110
990812	1776345
991301	1776834
991944	1777631
992087	1777774
992112	1777799
992519	1778359
994644	1780716
1001796	1789933
1003200	1791505
1004594	1793188
1004830	1793424
1005609	1794307
1007419	1796413
-1010848	1805057
-1012025	1803866
1014223	1807297
1014515	1807589
1014564	1807638
1017381	1810636
1018588	1812184
1019379	1813131
1025144	1821478
1029889	1834448
1030400	1834962
1031074	1835903
1031418	1836253
1032272	1837379
1033397	1838665
1035827	1842486
1038068	1845077
1039013	1846035
1040295	1847511
1042187	1849426
1042310	1849549
1042390	1849629
1044612	1852976
1045232	1853943
1045432	1854143
1047672	1856684
1048691	1858319
1050692	1860465
1051594	1861625
1052952	1863254
1055785	1867171
1059283	1871224
1062053	1875495
1063190	1876811
1064072	1877742
1065741	1879777
1066084	1880196
1066860	1881594
1069488	1885014
1070636	1886512
1072067	1892415
1072595	1893070
1074499	1895542
1074986	1896111
1079944	1901814
1080542	1902438
1080925	1902853
1082131	1904145
1083366	1905620
1083833	1906173
1085915	1910442
1087636	1912286
1090032	1915219
1091650	1917142
1092806	1918465
1092884	1918543
1092966	1918625
1093006	1918665
1093204	1918863
1094167	1919983
1095256	1921571
1095808	1922148
1096922	1923782
1099700	1930204
1101546	1932191
1104880	1935954
1105652	1936774
1107244	1939134
1108031	1941078
1109157	1942277
1109288	1942408
1109460	1942610
1112159	1945893
1113112	1947079
1114118	1948325
1114694	1949004
1115383	1950389
1116191	1951516
1117238	1952610
1119655	1955678
1121722	1957989
1122660	1958942
1123197	1959595
1123863	1960319
1124806	1961345
1124822	1961361
1124865	1961404
1124946	1961485
1125954	1962507
1128193	1965035
1130802	1968380
1131698	1969413
1132080	1969827
1133898	1972748
1135512	1975324
1137641	1978317
1140182	1981428
1144899	1989375
1148399	1997278
1149883	1998768
1149911	1998796
1152828	2002605
1156891	2009418
1159201	2012416
1159387	2012602
1159421	2012636
1159900	2013115
1160799	2015356
1164053	2018947
1164510	2020566
1164641	2020697
1168700	2025140
1169017	2027364
1172296	2031190
1173172	2032066
1174673	2033911
1176522	2036806
1177024	2037397
1178599	2039072
1179764	2040393
1179796	2040425
1184507	2045614
1186106	2047715
1187096	2048857
1193111	2055977
1195846	2059217
1198367	2061796
1198777	2062258
1198939	2062420
1199808	2063289
1199810	2063291
1201767	2066626
1208863	2073722
1212168	2077553
1215394	2081267
1215695	2081570
1217453	2083541
1218189	2084277
1221451	2088191
1228996	2098863
1229526	2099409
1229987	2100298
1230283	2100599
1230317	2100633
1234122	2105803
1234850	2106664
1236032	2108171
1237877	2110296
1238704	2111703
1241949	2115691
1242080	2115822
1243415	2118318
1244103	2119074
1248956	2124530
1248990	2124564
1251807	2127469
1253885	2129913
1257510	2134464
1257727	2134681
1258567	2135691
1258592	2135716
1259060	2136268
1263173	2141821
1264234	2142961
1266622	2145474
1268735	2147967
1269879	2149244
1273289	2153784
1276177	2157364
1279310	2163365
1279878	2163968
1282462	2168487
1284958	2171128
1286579	2175352
1287250	2176023
1287276	2176049
1287578	2176351
1290358	2179131
1291478	2180251
1293397	2182170
1298506	2196751
1299162	2197407
1300121	2198366
1301147	2199392
1302257	2200502
1302940	2201185
1302966	2201211
1303268	2201513
1306048	2204293
1307078	2205323
1309089	2207334
1314194	2212439
1315805	2215603
1316831	2216819
1317938	2217937
1318264	2218263
1320442	2221169
1323477	2224870
1325822	2227441
1325852	2227471
1327146	2228765
1327193	2228812
1328095	2229714
1330301	2232660
1331767	2234126
1331847	2234206
1332535	2234894
1332643	2235002
1336118	2239166
1338444	2241794
1339933	2243639
1341232	2245464
1344069	2248543
1347370	2252518
1348416	2253625
1349313	2254606
1351859	2257429
1353190	2259422
1353224	2259456
1354790	2261085
1355325	2261620
1359864	2267373
1360370	2267954
1360438	2268022
1361679	2269531
1362234	2270660
1364223	2273248
1364844	2273943
1364898	2273997
1366632	2276119
1369975	2279766
1371599	2281945
1373545	2284025
1377446	2291570
1377578	2291702
1377666	2291790
1378976	2293694
1384640	2299612
1384663	2299635
1384968	2302403
1387576	2305923
1388414	2308301
1389707	2309739
1390187	2311165
1390728	2312698
1391083	2313053
1393973	2317110
1394924	2318061
1397951	2321857
1399176	2323277
1401419	2325852
1403969	2328824
1405459	2331838
1407344	2333874
1412278	2342123
1413048	2342924
1415204	2345713
1416058	2346621
1416329	2346892
1422851	2355665
1431140	2365319
1433009	2367384
1436247	2371134
1437378	2372633
1445331	2382839
1450108	2387946
1452509	2390858
1453702	2392778
1454078	2393990
1455773	2397188
1456556	2399765
1460335	2404933
1464799	2411226
1465436	2412644
1468329	2418587
1470397	2421166
1471860	2423362
1473029	2425265
1477622	2431190
1478147	2431722
1483224	2438142
1484180	2439098
1484655	2439573
1484888	2440075
1485101	2440294
1485569	2440762
1486517	2441904
1492003	2448739
1494756	2451925
1497485	2455447
1497780	2455746
1497864	2455830
1501402	2459854
1507880	2467483
1509176	2468930
1509407	2469166
1510234	2470027
1513683	2474949
1514216	2475490
1514257	2475531
1514648	2476220
1516218	2478091
1516467	2478342
1516571	2478446
1517350	2479296
1519805	2487587
1520695	2488535
1524080	2492577
1526167	2494989
1526414	2495237
1526464	2495287
1526497	2495320
1528116	2497420
1529584	2498922
1531393	2501059
1533348	2503179
1535670	2505893
1537566	2508219
1543457	2514655
1544548	2515769
1544842	2516063
1546488	2518257
1546849	2518631
1548078	2519860
1548101	2519883
1548583	2520365
1550491	2522273
1552203	2524109
1553727	2525735
1553913	2525921
1554923	2526991
1563823	2537088
1567144	2540476
1570753	2545846
1576629	2552156
1577152	2552712
1578875	2554930
1579169	2555224
1579211	2555266
1579284	2555339
1579581	2555849
1581784	2558550
-1582448	2559941
1583977	2560968
1585957	2563441
1593818	2572858
1595072	2574260
1595612	2574879
1598984	2578323
1600263	2579602
1600734	2580073
1601212	2580551
1601234	2580573
1602364	2581703
1602747	2582086
1602850	2582189
1605014	2584722
1609050	2589405
1609744	2590552
1609846	2590654
1622096	2604778
1623266	2606072
1624606	2607601
1626772	2610076
1628312	2612041
1630027	2614273
1630995	2615846
1632506	2618157
1633085	2618736
1634000	2619972
1636416	2622578
1640934	2627812
1641095	2627973
1641133	2628011
1641180	2628058
1641678	2628712
1642999	2630440
1646669	2634792
1647956	2636217
1648271	2636534
1648283	2636546
1649759	2638339
1656038	2644618
1657065	2645645
1657809	2646389
1658850	2647430
1659105	2647685
1665407	2665882
1666418	2667018
1667158	2667833
1669536	2670648
1677153	2680121
1678064	2681115
1687557	2693287
1688206	2693984
1690976	2697251
1700850	2708773
1701766	2709689
1702107	2710030
1702213	2710136
1702235	2710158
1703155	2711078
1705044	2712975
1711639	2719976
1713401	2722231
1714679	2723767
1716507	2725869
1717268	2726743
1718190	2727672
1718287	2727769
1719428	2729268
1721246	2731726
1734134	2747363
1741307	2755641
1742463	2756801
1743652	2758829
1748624	2764527
1749406	2765389
1751229	2767524
1752404	2768720
1753105	2769627
1753766	2770297
1753843	2770374
1754857	2771620
1755350	2772158
1756598	2773548
1758381	2775493
1763097	2781100
1763373	2781382
1763399	2781408
1769082	2789023
1770855	2791050
1771974	2792269
1774018	2794560
1775414	2796049
1776702	2797431
1778514	2799505
1779584	2800652
1779586	2800654
1786133	2809068
1787430	2810442
1795320	2819777
1796268	2820974
1798978	2824035
1799668	2825162
1802009	2827710
1805375	2831517
1805903	2832122
1809474	2836668
1812045	2839871
1814452	2842685
1816262	2844676
1818250	2847183
1818955	2847967
1824072	2854672
1824920	2855543
1826568	2857423
1828657	2860042
1830072	2861613
1831259	2863163
1832858	2864934
1834325	2866403
1834919	2867030
1835170	2871256
1837596	2874516
1845235	2883899
1852998	2892702
1853359	2893063
1853439	2893143
1853465	2893169
1853990	2893752
1854184	2893967
1855468	2895620
1856501	2896741
1857978	2898485
1858910	2902902
1860516	2904784
1861723	2907163
1862535	2908167
1865125	2911080
1867410	2913641
1877224	2926976
1879635	2929873
1880058	2930315
1880175	2930432
1881630	2932016
1884334	2935662
1885401	2937771
1887343	2940173
1893946	2950278
1894381	2951032
1910585	2972357
1911942	2973730
1913148	2975019
1914305	2976946
1915885	2978707
1918593	2982336
1918915	2982674
1920241	2984000
1924262	2989600
1925169	2990680
1925341	2990852
1925409	2990920
1933701	2999842
1934012	3000153
1938008	3005163
1941135	3008697
1943304	3011463
1945420	3014060
1945716	3014658
1945991	3014933
1946044	3014986
1946078	3015020
1947434	3016842
1949820	3019542
1950501	3020265
1951087	3022311
1953121	3024823
1953316	3026358
1956355	3029921
1958023	3032071
1959171	3033219
1960380	3034713
1961215	3035550
1962477	3036965
1965721	3040767
1967283	3042685
1968150	3043553
1968184	3043587
1972671	3048288
1973329	3048946
1974216	3049833
1975083	3050700
1975117	3050734
1980284	3056036
1981280	3060724
1982142	3061662
1984015	3063836
1984956	3064924
1985553	3065529
1985682	3065658
1985689	3065665
1985984	3065960
1986079	3066055
1989086	3069502
1990684	3071393
1991407	3072116
1991433	3072142
1991505	3072214
1991592	3072301
1991615	3072324
1993558	3074755
1994471	3075925
1995447	3076972
1999567	3081711
